1395.1, 49.3
1395.1, 74.0
1412.1, 84.0
994.0, 78.9
994.0, 81.5
994.0, 91.3
835.3, 94.0
833.6, 91.4
611.8, 94.1
611.8, 84.0
610.1, 79.3
610.1, 74.0
386.5, 91.8
386.5, 86.6
386.5, 81.8
386.5, 79.2
304.6, 79.3
384.8, 44.5
306.3, 9.9
209.0, 2.3
209.0, 4.9
207.3, 22.3
128.8, 37.1
127.1, 64.3
127.1, 69.5
